,prediction
7499,3749.6263622494844
38408,716.8654771184592
48572,1852.9313263703625
43443,1677.8987766411192
38139,89.24854763179974
11511,5035.313727556382
46894,2015.3524202541485
2493,4741.973889502158
9785,5101.3509645335125
8322,6172.613290841555
21453,9667.370936200005
2191,3517.90459542146
42999,1972.856490739916
3335,5635.435991567685
39668,1051.8933037766692
43265,334.09747273573157
44302,1763.428755378347
36812,225.18917287134536
22109,12710.618655993116
30323,529.3395958815781
7821,4834.713786815804
4028,3628.534882378888
51472,2961.031524175316
27477,14251.686680283192
40827,1159.8279236410199
25438,10949.923460019312
14829,5418.752479825753
51353,2779.1142965033796
30053,884.4653011435403
11347,5202.587366680013
35558,263.8556074236112
33415,397.78373275349804
22078,11861.06177992604
38996,2034.5385264514625
52191,2525.1177882542142
5275,6628.4008285562795
21131,7175.193418283283
50233,3063.83667746629
41613,379.5883988253372
42917,1286.2751526953034
28266,457.47338356421096
12868,7428.90580420142
26060,14294.720377628764
42671,860.2366945871327
26938,9454.323418889373
5748,3437.234643453463
38355,591.6333228519688
22395,9738.605402659066
49946,2166.835356027608
41108,2515.7301202022973
51130,2318.1029558361442
4506,4303.540104350475
17258,5438.262350636049
37737,890.4214248524004
19319,6968.414532970184
8528,5055.6028382229415
8647,5065.9297747911405
33316,435.4500363290608
48124,1968.9140003932735
26031,626.031063765593
26373,14658.386737095607
24468,11296.423761418791
36288,501.0745439967177
14540,6726.189214974058
42592,1637.4646106044675
15837,5447.228513168888
32822,810.3648794398687
50684,2058.2486472821547
10675,6174.713481110695
53660,2609.271047875445
26257,15311.566092126444
14881,11530.841507734298
49100,1585.64995726274
18182,6646.764068197028
842,3665.186378342485
9183,6004.7199746485185
36369,1235.0203386571266
47382,1722.3034113498907
28217,618.9160535200135
50823,2646.290702991537
24032,898.2398227631347
17880,6306.722497405326
10044,733.0039485553534
27322,13806.832552096228
40283,918.6558695683343
10445,5427.194570113697
16295,7084.399799055467
31735,495.0197213781139
4475,4496.636437089639
36043,482.95812378136543
39175,945.7323810965827
4759,3799.5422384493795
30731,738.6556410849153
14074,5894.22019817792
12422,5502.210748642165
29690,663.4860386600667
5501,3411.6454665935053
51025,3026.943352362603
24521,10481.882700165474
38694,895.4910007049293
4060,373.8296959811305
7780,4596.166821505907
51869,2762.2383731403825
31716,804.5163572832353
22648,10026.91675467031
22376,214.95962998643517
42644,1481.557564705403
52211,2882.0095074873243
10820,5894.597905222794
37254,516.4637204271203
12757,6722.305407312244
36612,333.8607210104783
40007,740.9074847822048
50385,1877.587704484853
17571,5915.7106098290515
32592,673.9481770779785
34745,837.3377542909875
13726,247.8108262206115
6268,5371.236997536507
46692,1854.8171306542645
34719,516.5605263747202
45481,1482.2166081794858
28823,832.1405248090523
35448,634.5085235409497
23454,13411.509437177481
24909,9665.580303804982
23503,7908.791918248686
45060,1864.603096547893
51450,1588.0172816971644
32119,935.2390293835269
4573,5041.259941603079
44667,745.8375492094056
50939,2362.655571413121
41768,1100.581132330819
10268,5771.6919524334135
25719,14682.161769869053
50395,1965.7926370244058
49054,2585.2856260340195
9266,4607.25169429738
10465,4601.485303585421
18342,10739.163725238526
20755,9856.173559305393
50375,1717.2624383395996
51172,3187.894569460568
19676,9765.26920326838
12512,5110.310550585622
43805,1600.6277096101257
44844,1910.1133965272638
4772,4560.016196537446
18576,7190.512239742757
22603,8125.662288976575
13477,7139.549389286716
13620,5653.229305814208
19461,5759.190585835222
40889,1475.433516893423
7672,5786.675323257879
18247,5456.145393743269
48061,2033.383425839038
6778,4046.878782581669
26353,165.0096895255956
23307,9946.081899122266
5090,5200.08840885244
15539,7904.0361743018275
47187,2285.0703389895752
25819,14616.994534779133
44625,2081.3275962543157
43257,1797.1983188902377
48369,2777.6288547972435
40105,392.2766290640975
49538,1509.8413208525708
43518,2596.80112134937
9561,5937.333784650878
32010,619.444851302309
914,2896.64673178488
31142,1027.4306876185292
25292,9018.870542393115
48329,554.4357604084289
51424,2377.361392712286
25680,804.1579381513402
8586,4652.660268952295
29349,428.7982128227959
37263,201.89887682756307
42906,949.2560929793508
381,3686.949814038315
25891,13755.319891254781
462,2475.5525803868404
10674,5962.023602509556
1842,2600.69467696036
44285,1641.923624975705
18737,8006.896381411705
46127,1760.4966013550693
10153,5918.375770571505
18483,9018.418324185055
5977,5630.380495305499
11761,7067.988131799968
42277,-237.28886478364802
30165,730.1098957292925
1793,3556.3200060556956
39087,2036.134371479904
12927,4924.159374245688
268,3791.6003431014906
28493,666.4018635988286
46924,1698.5370381837602
17724,132.77190573851112
22801,9204.387473786368
38542,679.0524979011461
47782,2175.5205885263968
25011,14070.173323819354
36550,962.0180518265515
10562,4818.30020820762
37896,1141.695608693466
32838,1432.4120565244775
45185,1964.768840972858
39249,1272.0317365603223
31931,671.6795699438371
32978,908.8486368227932
20241,7525.88041802228
51499,2816.6217331543885
16147,5776.665731880301
18352,5186.188478443013
48007,1666.4282132525332
11438,5605.617387845323
32136,922.5910055341228
4119,4669.363394529148
7743,7377.225047482942
24758,9507.763613098263
5428,4825.4197265228795
1005,3581.674324152551
48760,1646.478903252675
8786,5496.968411784563
43592,598.9319985495131
18124,8179.5394370225695
18121,7301.706081952041
14514,6827.637538191953
52880,2158.135365181457
729,412.82577252688134
24385,965.2177868663603
25410,14372.573209459373
18746,9890.972949632695
3184,5636.403988026659
40353,1366.0145703849448
9632,4577.240020721678
3131,3026.0024313970607
46316,590.4361228880407
1039,3226.6354783949464
13363,-83.85500644518106
3661,3640.2929012799323
53402,3086.284945293719
45043,1924.3980411396187
12144,7053.5039795213725
25580,9556.9978737457
26991,14480.530054179293
39723,1002.7740711235019
42375,1218.2453774339738
44125,1332.7445956868905
16451,6771.022208976596
50441,3114.163977749191
48678,1532.1591942594678
50405,3276.82761360921
46010,1882.086383203583
11615,6013.7494849942395
53163,3968.756735675808
34696,517.0778319744422
5734,4297.848729082885
53786,3198.4958536904596
31518,474.47602094350077
6925,4371.4396339200175
2757,3783.3439462204806
19939,10877.709560090305
7638,5711.945313405957
35600,652.9016896409303
36057,800.4608407467313
47387,2003.1820192664345
50932,3278.3922269519717
31178,35.445253294703434
28171,393.60017743097706
1169,4496.448985713381
429,3121.2712176521236
52613,2210.700424916693
4304,5114.039800898498
32509,494.3878930449064
13370,109.20597519711373
34977,461.3470646792666
44031,1622.5884081326294
543,2932.080718936286
18424,5496.454132599543
39448,1424.644033568682
23336,5564.564990850173
410,814.4788439556723
40887,1859.7326764841782
45472,1481.444934934072
28002,320.31975292753486
23335,10174.505226109117
16274,5284.0246661438905
6193,3770.9873806924297
30814,796.9634698456248
812,3099.3737135591364
19140,6226.798325921867
32519,800.4322379044897
41097,2376.6034785545526
20964,5258.977783575498
29668,443.40361769896845
45566,2053.496540530843
12395,6329.966926563851
2679,3364.7495572702937
38336,1295.0023186633189
20237,9467.778467081065
28585,206.34378856330295
21992,5773.044432474797
18861,6755.697944488949
6954,5116.683541405668
32478,623.7701444991981
51391,2270.3561549574515
43587,1585.8387322559902
46972,464.68796824828314
39918,1009.3716039954597
25042,204.1394872456949
3698,4472.372719949246
46465,2487.685385438108
430,3406.913252728664
26781,14575.72025653343
33036,701.8285147599127
18607,9721.4361464031
26834,13584.574432659752
12354,7193.785115655315
34827,466.3731534789331
39732,2075.89648440346
4040,6880.029207750735
42341,817.3938873193001
13609,5225.636773196822
15399,6188.618701164936
33229,719.6581381069518
20759,6010.107112576261
53807,2868.544684626293
20788,9597.477147158017
50853,3024.4067985985967
36916,1024.8425625153905
46637,-16.124372718339146
32790,755.7361448743723
42689,1556.5116822569107
12184,7533.190974560899
33792,626.1654656496321
27508,15167.952611165358
50617,745.6020247577908
10151,5772.716683443463
24465,7707.604904673146
51380,3049.01839816969
38853,983.9409605731744
40621,928.1796974736135
27988,340.95257144199786
45340,2909.43859870077
29628,636.7688366811126
42972,1113.1317624969342
17979,6002.118161718949
14811,5685.490249415354
21018,5387.862103319836
21003,9319.586005987087
35715,546.837572908451
21490,9456.302460664305
28608,531.5445033254146
50781,1862.4651878484037
49640,370.21307543959847
19662,9575.533559295176
50359,2763.7270314256675
32390,658.8916003167797
17937,10182.73953312739
52333,2901.7239955051555
15868,6938.615284747051
35048,962.79930590187
8466,5813.635048822534
9367,376.7156128511997
15423,4999.036231513264
33445,390.1569424112786
22085,9892.553887405364
41495,1032.3792767741143
43244,1160.511084932812
32641,484.20277682597225
38848,938.9782261396394
30919,713.7020143980917
53745,5347.170543222779
3419,670.0436482811165
32952,720.7693997890965
890,2896.534102013542
9062,6826.394620071513
41997,1278.9502014699974
44611,1848.6101893657324
30507,420.63458960772186
24339,14062.819594302908
10853,5727.838216451915
30470,134.9925545311853
40895,1456.536086790642
23521,10591.194894283115
47199,1785.418075133628
43350,1201.0057478165472
5169,4504.47420889014
23791,14581.50074988088
10713,396.20087897353005
52618,3188.374437161827
18397,5859.738018048411
225,2752.0184294759056
51053,2811.6514807283747
46707,2522.609249596753
5228,5585.159260079159
1812,3723.44150811886
9263,4468.54527133279
14411,7415.239408938107
18948,5256.379168834526
24414,15873.878903941306
35722,554.1191379463307
16540,2528.235971825012
30182,842.6579759492852
46192,1561.856874216519
17278,7902.178037901667
7706,5601.893598951163
11841,5664.296739113752
17054,1099.8008178686214
25448,9528.428584520987
39296,333.05369666819024
53714,3278.044150681835
3861,3416.148301504487
6978,5589.190831724587
41335,1229.4127964791915
41050,980.5036738424387
26587,13633.887846553269
2899,4862.031386365081
51874,2776.4876666558703
6129,6511.346363359278
33647,72.01176898016638
36247,1205.0312003787221
48512,2115.5293979582675
46660,1843.3270399925495
39416,1082.0345607249947
25809,14119.545637282296
9532,6664.686947425642
39308,2670.443701713284
16409,5708.705723854218
8741,4429.165266813865
24735,11188.168103996657
21816,7914.8852717622285
18521,10233.480502332877
10276,5101.028311307544
35708,217.03438471248955
26486,15514.877295769867
21634,5017.337428567591
16344,7658.0985412035825
19772,9482.273153538588
20376,359.3833334784176
33250,1501.2942407977243
20768,6927.313969078588
25065,13248.674475877058
30643,749.762304379623
17395,679.383445121086
38936,1034.4451964439468
16790,6985.367716617113
24712,377.3274795589459
23584,7472.844136457175
35207,757.9178925041488
15806,5483.902197206975
45884,2295.2336830958084
22681,969.6531177722136
21429,6901.610306266215
35107,297.09565566242964
28662,695.3622680582921
27806,376.94276535601966
18623,7651.040755033013
12147,4551.982485527271
41502,2108.3461846073224
25548,9821.160558676358
47952,3170.159159998748
34667,180.10007164431954
48636,944.5419293872874
5195,3157.130541357601
31254,942.8499959020119
36119,424.3854539953172
28560,197.01004087773617
1477,3275.507596917825
28638,747.468726944182
39981,799.672755941876
21211,7595.429347373274
3541,5255.778030145146
42129,2127.7306650183236
53728,4129.431364927121
22518,8205.989284761967
37286,112.70996596731129
5754,4820.660437164606
6527,3838.5473034347124
33013,376.6780169147569
50329,2564.695016866066
40743,1844.9677985572162
34115,619.8295655052389
53757,3293.851711679865
5369,4359.928276406394
23347,590.6687184210386
19397,5574.879148399874
2608,3315.932163734047
16176,5793.283913960093
2549,5578.373558340178
46347,3032.808767141574
44520,1547.1553624929693
42360,2400.6925049466554
33778,659.1353408095529
33366,1314.660604694156
32570,815.5560597674012
40069,909.0750077524863
22832,9164.61010638423
26435,15412.951761977069
6311,5940.419950306239
45495,1936.666922199809
42196,1708.633989671871
4800,4076.2257942062024
27550,18485.969566718675
37649,869.6534044882283
6322,4854.062897739397
19789,4946.194931154185
24867,14060.363480620901
27600,14336.58715334707
10146,5018.385360827395
16730,56.09992639677148
24840,16393.938722114428
24381,149.47030577795522
24921,9573.167364638302
18709,211.27420021330545
8613,5649.268417971982
47176,1662.6732110632183
34135,737.9065215273295
20489,5312.69794392316
51678,3610.100940544402
21454,5428.663854509214
3245,4030.0540571844285
38237,928.8033898508293
50007,3545.332855779783
33133,693.6852003930981
48058,1662.3702605592916
17819,7662.759285035472
53873,3625.1070184400633
26384,14206.916488376672
14200,5102.032580085966
27737,14364.967098233374
52706,2232.3250399578137
50700,1927.615270842969
23603,6200.58225849609
31744,1094.997901810042
35697,541.7699084086053
3804,4031.4956553056654
7040,5566.289058853179
52778,3435.6893672193983
15998,7115.5287389266105
21250,7365.262429764909
29096,594.6726636184176
18471,5480.534838139203
14313,5237.498433429619
9253,5360.365873714598
7134,5490.323336532927
7360,5276.229761534103
43991,156.27163750123145
34894,1262.5417140125683
23529,9518.128321051803
18844,5685.209542157523
17965,7258.639255304006
22877,8050.162697335438
5373,189.9610713728507
52704,3341.2801038442267
18490,5010.983811637312
44994,268.2629232229119
32887,670.1732132632096
16904,5275.879458814932
23725,286.9214254998478
39926,1111.402233075216
51839,3078.614835017921
4614,3155.6966264494913
32962,437.3828409507769
25162,9251.80084209266
42269,1453.4051425918842
40972,1137.044811304815
2515,2995.54605105253
176,2956.5512613427054
34590,884.3981339946513
5707,564.9455052903832
33363,1180.7012844596466
28254,680.571985477698
20063,813.0748187257195
49562,2874.8896603398025
40343,1265.3137142753767
53195,3207.7814712606596
46553,1423.0923930838653
13695,5247.986323723962
31122,603.0758711340059
41195,1600.1809344302455
23883,10799.17095651499
36872,1216.717230250113
32587,683.66794419293
37070,845.2366290647915
7324,5094.890179250606
25949,14254.010748868404
16397,5738.278130014258
12678,5232.4661200266455
31227,342.1860621159067
3840,4195.97023706359
49524,2131.5915487243437
40,710.4765090913097
32249,638.7392556298073
47469,1950.7994481422393
34942,-317.960873643402
31464,762.7651527537964
19127,8368.038966133032
33670,868.9492352479429
22917,9428.27544734062
29274,604.7070488687859
40208,351.81446631143626
12551,6022.234627982723
24799,14091.236764857691
31015,463.29561064982045
49237,1988.5224351204888
20251,10017.467526247603
8035,4228.648047775929
46666,2851.713887029502
1165,3963.415681517923
18809,6067.383743841192
13956,6622.803996006178
199,2611.8213202710685
48461,2114.9012021659873
5563,5188.2632331690675
5333,3997.4341512567953
37597,724.8258892179038
19227,8037.347337118599
14896,7690.1141286437705
31019,535.9907202876166
6526,4127.46956880467
44114,1435.0785224933825
4092,5367.116636643495
34655,214.83966422477533
40484,1721.3218900987413
10406,102.73161093004092
22148,13483.747015917257
6059,234.42456886997024
21998,5983.521368541549
780,4187.797014628086
50316,5326.913951077828
38558,1468.5009493482503
25375,559.0047757075554
36563,705.1495391783792
454,2878.557803024749
32639,917.6700166760347
31111,624.0956486909636
21425,9471.877213899359
19107,5584.118682200218
6896,4046.9013546600363
25066,13084.437016112344
38588,1149.230601763942
33608,531.0977281455343
52473,2769.0130133741113
476,3530.6978900577233
4384,728.0079258623628
37558,639.9029974590121
43986,510.12910711864606
45213,1494.982704828406
19785,8789.359248531015
23588,9730.55889423986
40233,692.2100570076218
51995,3054.915659090191
44076,1980.6041864569124
10592,4253.3327698292305
32078,639.3941613021707
49728,1799.1391769930415
36922,1250.9177451181422
48431,2878.554604836143
37630,960.3731370696296
34748,969.1249261161429
34585,839.405760762409
10689,5632.426146583144
48815,1781.0394401293743
11762,5948.875989846318
11024,6581.917630152004
18479,5848.6296151749175
45018,1823.536596917249
1164,3730.5869316939206
38988,723.0991282870782
9501,4591.040275827176
34278,83.89434418745441
25627,18480.10765689504
14187,4260.129963750791
1180,2905.837941630416
47702,2068.26684309544
21860,7381.485669249962
18331,5352.2009636636085
35005,794.8472678049257
40554,1228.7921305166783
6049,196.29437945486643
22070,10159.57111885257
8450,5484.92055023035
2960,5230.382131693503
31715,715.3111632490909
30167,388.3115850296126
51366,3302.0726802268546
4305,4144.854309933973
11265,5433.556828260758
44226,1367.2085537697349
27661,14683.193489646623
40052,886.5442120618536
36605,637.2744746493518
15666,5289.800637685743
46291,429.2192177356992
51613,3572.8849438242105
23738,12328.81619565443
18246,4928.340861157161
31853,491.6172804834605
14261,7403.545103463281
22305,9281.199709347495
1118,2807.8569712499375
